Username                   GitCred
dgoerlich                  0.10
joshwalsh                  0.10
raycourtney                0.10
windmill                   0.10
bcherry                    0.10
caryl                      0.10
aguay                      0.10
Nizm                       0.10
jaw6                       0.10
somnambulant               0.10
scottmuc                   0.10
atomiccontacts             0.10
jaywhy                     0.10
jonshea                    0.10
cjkihlbom                  0.10
rodnic                     0.10
lewdsilver                 0.10
jonbuffington              0.10
lmagee                     0.10
pgregory                   0.10
yorzi                      0.10
andrulik                   0.10
asangpet                   0.10
msaizar                    0.10
HotFusionMan               0.10
filipeamoreira             0.10
econsultancy               0.10
i5m                        0.10
davidgolding               0.10
phishy                     0.10
sellingboe                 0.10
jdl                        0.10
jgaldrich                  0.10
philcallister              0.10
griffinjay                 0.10
bmo                        0.10
seamusabshere              0.10
jdance                     0.10
jhebert                    0.10
onehub                     0.10
cmount                     0.10
nilerbarcelos              0.10
insiderpages               0.10
gnovos                     0.10
sdhull                     0.10
skammer                    0.10
cthulhu                    0.10
alvaroc1                   0.10
zoomzoom83                 0.10
xetorthio                  0.10
jbruni                     0.10
mikegr                     0.10
flomotlik                  0.10
domdorn                    0.10
MSch                       0.10
sotakone                   0.10
snitko                     0.10
brodie                     0.10
uasi                       0.10
muhqu                      0.10
daagaak                    0.10
davedelong                 0.10
n8gray                     0.10
KMP                        0.10
PaulKinlan                 0.10
dave-gallagher             0.10
jvc                        0.10
gevermann                  0.10
fousa                      0.10
nriley                     0.10
nelsonmhjr                 0.09
chenkaie                   0.09
ntanyone                   0.09
Jannis                     0.09
Domon                      0.09
chihchun                   0.09
scorpio                    0.09
Katharine                  0.09
gaving                     0.09
mbriggs                    0.09
yrchen                     0.09
PCMan                      0.09
rafaelfranca               0.09
johngrimes                 0.09
mrmoneyc                   0.09
shoting                    0.09
drmingdrmer                0.09
toomore                    0.09
yurenju                    0.09
danopia                    0.09
geenux                     0.09
tetsujin                   0.09
Superbil                   0.09
sgharms                    0.09
fglock                     0.09
number5                    0.09
gisanfu                    0.09
yvonnethomson              0.09
avalan                     0.09
ironcamel                  0.09
bkw                        0.09
peterwang                  0.09
billy3321                  0.09
hcchien                    0.09
walkingice                 0.09
soopo                      0.09
fg3                        0.09
bar                        0.09
amir                       0.09
lidaobing                  0.09
plugawy                    0.09
acelan                     0.09
bkrsta                     0.09
alecchen                   0.09
wancw                      0.09
EragonJ                    0.09
lcp                        0.09
tosik                      0.09
kanru                      0.09
a2n                        0.09
ecocode                    0.09
zekus                      0.09
hychen                     0.09
schwa                      0.09
ddribin                    0.09
iacas                      0.09
udl                        0.09
trafficbroker              0.09
JunKikuchi                 0.09
igorhvr                    0.09
morrislaptop               0.09
pettatech                  0.09
daemonp                    0.09
chodosm                    0.09
openlibrary                0.09
jesusgollonet              0.09
jmborden                   0.09
substantial                0.09
blizzo                     0.09
calas                      0.09
diasjorge                  0.09
mallio                     0.09
febeling                   0.09
rubypanther                0.09
weyus                      0.09
yellowstonemay             0.09
microslave                 0.09
rickarocker                0.09
cohakim                    0.09
toddsampson                0.09
slideshare                 0.09
johnsampson                0.09
kapilmohan                 0.09
saurabhsahni               0.09
ram7os                     0.09
harlanji                   0.09
tsilcox                    0.09
miry                       0.09
ayanko                     0.09
railfrog                   0.09
Zealdf                     0.09
mcharkov                   0.09
maxwellterry               0.09
fujy                       0.09
massive                    0.09
nodeta                     0.09
EdvardM                    0.09
LuizCarvalho               0.09
biginjapan                 0.09
bzoller                    0.09
bcg                        0.09
trappist                   0.09
Hal9000                    0.09
garrett                    0.09
jenjenut233                0.09
swsch                      0.09
franee                     0.09
garlandgroup               0.09
nzjrs                      0.09
evansims                   0.09
mongrel                    0.09
pusewicz                   0.09
aalin                      0.09
kangguru                   0.09
arfl                       0.09
pda                        0.09
stuartloxton               0.09
eeabed                     0.09
luniki                     0.09
adamhunter                 0.09
them                       0.09
gacha                      0.09
eLafo                      0.09
Serabe                     0.09
alphazero                  0.09
funkhat                    0.09
jamesmk                    0.09
chardy                     0.09
mpeychich                  0.09
grant                      0.09
bgetting                   0.09
digitalmlewis              0.09
spockz                     0.09
lvtrii                     0.09
wiredesignz                0.09
elliothaughin              0.09
mrhaki                     0.09
fandan                     0.08
jveliz                     0.08
chileonrails               0.08
raxmus                     0.08
sigmonsays                 0.08
hjkp                       0.08
standingcloud              0.08
theoooo                    0.08
tfheen                     0.08
nuoyan                     0.08
NoamB                      0.08
zipivir                    0.08
zohararad                  0.08
timbray                    0.08
simX                       0.08
konn                       0.08
planetbeing                0.08
mge                        0.08
saurik                     0.08
ssp                        0.08
colbypalmer                0.08
alertmybanjos              0.08
yegg                       0.08
chrisconley                0.08
jptoto                     0.08
mikereedell                0.08
jbettcher                  0.08
papajuans                  0.08
drew                       0.08
russross                   0.08
renarl                     0.08
jsparkes                   0.08
simonhaines                0.08
recoil                     0.08
bosh                       0.08
k0mpjut0r                  0.08
stefanoc                   0.08
aslakg                     0.08
kungfoo                    0.08
geezusfreeek               0.08
nelix                      0.08
sw                         0.08
macmade                    0.08
gfeist                     0.08
grable                     0.08
rlzyoner                   0.08
rw                         0.08
chanmix51                  0.08
stelleg                    0.08
aliem                      0.08
JimRoepcke                 0.08
mobius                     0.08
calle                      0.08
sorenmacbeth               0.08
bluesky                    0.08
mchwinder                  0.08
thomaslee                  0.08
jessta                     0.08
danne                      0.08
melchior-b                 0.08
russellallen               0.08
omf                        0.08
Miorg                      0.08
yrb                        0.08
silentmatt                 0.08
said                       0.08
rramdas                    0.08
hanez                      0.08
tmdavis                    0.08
babo                       0.08
Angelbit                   0.08
jelkink                    0.08
dREc                       0.08
Formode                    0.08
kar8nga                    0.08
gburd                      0.08
searox                     0.08
thorn-c                    0.08
TechnoMancer               0.08
alex14n                    0.08
utensil                    0.08
bartwe                     0.08
wrsg                       0.08
jamesrburgess              0.08
nilium                     0.08
puzlhed                    0.08
digitalpardoe              0.08
BooBSD                     0.08
mikeaustin1024             0.08
docmach                    0.08
threetrieslater            0.08
inash                      0.08
nscott                     0.08
ab3                        0.08
nlb666                     0.08
junkblocker                0.08
think                      0.08
ajhager                    0.08
crooter                    0.08
sanatgersappa              0.08
eagle2com                  0.08
jimfisher                  0.08
byassine52                 0.08
kuzux                      0.08
leavengood                 0.08
OneSadCookie               0.08
nmandery                   0.08
susheel                    0.08
inffcs00                   0.08
brentp                     0.08
Astorz                     0.08
josip                      0.08
gra                        0.08
epall                      0.08
lb                         0.08
nopcoder                   0.08
mjard                      0.08
ricardodelnero             0.08
robyoung26                 0.08
yesmar                     0.08
dpc                        0.08
patrickod                  0.08
mkroehnert                 0.08
gyulalaszlo                0.08
vectoroc                   0.08
markokocic                 0.08
Hamled                     0.08
bjoernknafla               0.08
jamesnvc                   0.08
jdknezek                   0.08
SkAZi                      0.08
isaacrivas                 0.08
metal3d                    0.08
zinic                      0.08
nchaimov                   0.08
lucassimao                 0.08
wagaf-d                    0.08
pkoch                      0.08
pledge                     0.08
autodata                   0.08
har                        0.08
zacbrown                   0.08
dschn                      0.08
myebiz                     0.08
komiga                     0.08
edwardgeorge               0.08
LeNsTR                     0.08
joeldevahl                 0.08
ka2                        0.08
schipplock                 0.08
Antti                      0.08
cmaggard                   0.08
philippwinkler             0.08
anyhoo                     0.08
emcmanus                   0.08
johngunderman              0.08
eshira                     0.08
macolyte                   0.08
mechazoidal                0.08
davatk                     0.08
rasliche                   0.08
selvmarcus                 0.08
ackmanndickenson           0.08
dmichael                   0.08
tanob                      0.08
elvio                      0.08
jebu                       0.08
KDr2                       0.08
gampleman                  0.08
makuchaku                  0.08
greenisus                  0.08
bendrb                     0.08
gearslash                  0.08
lesfreeman                 0.08
RobRoy                     0.08
kkorach                    0.08
archieco                   0.08
ehutzelman                 0.08
Kilian                     0.08
climateculture             0.08
PenGuiN                    0.08
kevinchiu                  0.08
benalexander               0.08
padrino                    0.08
hackertalks                0.08
electromute                0.08
inventables                0.08
macaubas                   0.08
zacaster                   0.08
everton                    0.08
thiagoarrais               0.08
pointlessjon               0.08
Namaless                   0.08
renansaddam                0.08
roborino                   0.08
edelbalso                  0.08
miamiartexchange           0.08
CodingMammoth              0.08
kitten                     0.08
tastyplanner               0.08
metadox                    0.08
itteco                     0.08
georgious                  0.08
benbinary                  0.08
bmilleare                  0.08
samanz                     0.08
AD7six                     0.08
serenitysoft               0.08
tobinharris                0.08
quanganhdo                 0.08
nilsr                      0.08
gwoo                       0.08
ReyBango                   0.08
daschl                     0.08
faulancer                  0.08
absynthe-minded            0.08
walker                     0.08
fokker                     0.08
lucaspirola                0.08
ivanacostarubio            0.08
daveshields                0.08
tatofoo                    0.08
licensetoil                0.08
paulwpagel                 0.08
jusnavigandi               0.08
cyruscavalcante            0.08
plasticboy                 0.07
ProLoser                   0.07
frnz                       0.07
ichikaway                  0.07
clemesha                   0.07
mmcdanie                   0.07
dgud                       0.07
Arbow                      0.07
ranok                      0.07
djenvert                   0.07
cdwills                    0.07
vezquex                    0.07
kiebel                     0.07
seanodotcom                0.07
fedot                      0.07
phpcurious                 0.07
dennyabraham               0.07
katiebot                   0.07
Sportstwit                 0.07
victusfate                 0.07
meryn                      0.07
segdeha                    0.07
mauroego                   0.07
jk3us                      0.07
nicoclavier                0.07
rahul1234                  0.07
AbhimanyuG                 0.07
TheMaverick                0.07
jonrandahl                 0.07
josswinn                   0.07
Sufianhassan               0.07
mailmepizza                0.07
jlake                      0.07
deizel                     0.07
mlespiau                   0.07
jhuebel                    0.07
vmlemon                    0.07
Ahri                       0.07
medecau                    0.07
Shen                       0.07
bradx3                     0.07
dreiss                     0.07
antelopeusersgroup         0.07
kentlindquist              0.07
tarantell                  0.07
runr                       0.07
jontingvold                0.07
tenten321                  0.07
billeisenhauer             0.07
walware                    0.07
arilamstein                0.07
sergeche                   0.07
fallensoul82               0.07
erikreagan                 0.07
cseehofer                  0.07
kiltec                     0.07
tkadauke                   0.07
umang                      0.07
jbogard                    0.07
banshee                    0.07
dbarker                    0.07
jfiorato                   0.07
erichexter                 0.07
romram                     0.07
rjsvaljean                 0.07
freuben                    0.07
agarwalsankalp             0.07
intinno                    0.07
tucaz                      0.07
MarkNijhof                 0.07
jeffreypalermo             0.07
organicinternet            0.07
jonathanbradley            0.07
ifunk                      0.07
dryan                      0.07
adamh                      0.07
chartjes                   0.07
ramunasd                   0.07
Jaciss                     0.07
lecterror                  0.07
petteyg                    0.07
ortiz                      0.07
diegopolido                0.07
BrunoGrasselli             0.07
funtaff                    0.07
ljuti                      0.07
djblond12                  0.07
iDiogenes                  0.07
Calvin4                    0.07
brendannee                 0.07
paynerc                    0.07
daicoden                   0.07
brianc                     0.07
mollyme                    0.07
orodriguez                 0.07
luikore                    0.07
koke                       0.07
madrugao                   0.07
ryanwood                   0.07
gnoso                      0.07
adelphospro                0.07
MerlinYoda                 0.07
gse                        0.07
melvincarvalho             0.07
markkimsal                 0.07
ajdonnison                 0.07
Damienkatz                 0.07
bhedana                    0.07
a3li                       0.07
tjennings                  0.07
pjfitzgibbons              0.07
obtiva                     0.07
danboy                     0.07
sjnewbury                  0.07
Xake                       0.07
slackware                  0.07
challgren                  0.07
alip                       0.07
steveno                    0.07
miker                      0.07
jedahan                    0.07
ahf                        0.07
nuria                      0.07
demiart                    0.07
bcaplan                    0.07
hlavka                     0.07
eluns                      0.07
nbhandari                  0.07
illuminerdi                0.07
Moleverine                 0.07
datanoise                  0.07
wangchun                   0.07
hlxwell                    0.07
sxlee87                    0.07
binku87                    0.07
dochar                     0.07
Marjoon                    0.07
ryco                       0.07
omidaladini                0.07
jara                       0.07
ajbrown                    0.07
sidhighwind                0.07
phorsfall                  0.07
thoughthill                0.07
UnderpantsGnome            0.07
kiddynomite71              0.07
akshayrawat                0.07
spike                      0.07
mtougeron                  0.07
bessho                     0.07
akhalil                    0.07
jmac007                    0.07
dongsheng                  0.07
huacnlee                   0.07
tea                        0.07
fwolf                      0.07
stjernstrom                0.07
puppet                     0.07
mulasse                    0.07
Bastes                     0.07
mheadd                     0.07
joerussbowman              0.07
skydrew                    0.07
oakridgelanl               0.07
rwl4                       0.07
avgjoe                     0.07
thingsthatarebrown         0.07
thephred                   0.07
wine                       0.07
nathanhumbert              0.07
coffeepostal               0.07
pungerfreak                0.07
rjspotter                  0.07
tolatomeow                 0.07
mohiam                     0.07
jsmyth                     0.07
ChrisNolan                 0.07
mzarra                     0.07
mulder                     0.07
googletorp                 0.06
jamescarlos                0.06
deminew                    0.06
alandekok                  0.06
yoe                        0.06
leonyip                    0.06
SRabbelier                 0.06
aprendendo-rails           0.06
sayadn                     0.06
wilkerlucio                0.06
luizbiagi                  0.06
dmitrynix                  0.06
marcelo                    0.06
klederson                  0.06
philipefarias              0.06
marcogomes                 0.06
abrcoelho                  0.06
mfcastellani               0.06
cbueno                     0.06
thiagoaos                  0.06
rafaelmarin                0.06
juliogreff                 0.06
caiomorcego                0.06
rafaizidoro                0.06
danieldocki                0.06
ivancrneto                 0.06
ehendri                    0.06
Ball                       0.06
t-hama                     0.06
YamazakiYasuhiro           0.06
kiktomo                    0.06
saicologic                 0.06
unakatsuo                  0.06
flyingmachine              0.06
junaruga                   0.06
jonatas                    0.06
paddymul                   0.06
perseus-a                  0.06
rubyrep                    0.06
pattex                     0.06
jkraemer                   0.06
rklemme                    0.06
DarkMetatron               0.06
MattSmiglarski             0.06
jjulian                    0.06
pctj101                    0.06
npanj                      0.06
mpole                      0.06
hassan                     0.06
gregelin                   0.06
shestera                   0.06
alaif                      0.06
iky                        0.06
tilsammans                 0.06
rkyrychuk                  0.06
fgeertsema                 0.06
imalijkh                   0.06
kiosan                     0.06
turlif                     0.06
edmundo                    0.06
d0nk                       0.06
Swirrl                     0.06
mdesign                    0.06
biopython                  0.06
peterjc                    0.06
lindenb                    0.06
dalloliogm                 0.06
barwil                     0.06
gotgenes                   0.06
somnium                    0.06
brainbomb                  0.06
fuentesjr                  0.06
djd                        0.06
johnjohndoe                0.06
bitbutter                  0.06
codekiln                   0.06
rubyk                      0.06
mvj3                       0.06
edburton                   0.06
berio                      0.06
batuhan                    0.06
of                         0.06
cappelnord                 0.06
candersonmiller            0.06
rukano                     0.06
booss                      0.06
mariusz                    0.06
chriskite                  0.06
0sn                        0.06
thody                      0.06
philnelson                 0.06
emenel                     0.06
mpasternacki               0.06
getify                     0.06
vesan                      0.06
michaelansel               0.06
underlog                   0.06
Thomas101                  0.06
RStankov                   0.06
electrum                   0.06
comogo                     0.06
stef                       0.06
ssanchez                   0.06
nico2280                   0.06
Ralith                     0.06
aresnick                   0.06
wrldpc                     0.06
heath                      0.06
MagicMoo                   0.06
nvie                       0.06
ntaku                      0.06
kimptoc                    0.06
andrewljohnson             0.06
rpetrich                   0.06
bengottlieb                0.06
adamalex                   0.06
peaceful                   0.06
devinross                  0.06
richard                    0.06
preble                     0.06
jemmons                    0.06
binarygod                  0.06
tewha                      0.06
Vetal4eg                   0.06
edtsech                    0.06
gaustin                    0.05
phernandez                 0.05
skimua                     0.05
jitterizer                 0.05
whydealme                  0.05
coxy                       0.05
soderberg                  0.05
muitocomplicado            0.05
dwabnitz                   0.05
cbmeeks                    0.05
kfaustino                  0.05
shreemandadi               0.05
indmill                    0.05
prtksxna                   0.05
thinkdry                   0.05
ChrisColon                 0.05
finsignia                  0.05
bar234                     0.05
pmai                       0.05
conanite                   0.05
smanek                     0.05
kriyative                  0.05
skeeto                     0.05
scotts                     0.05
achee                      0.05
glasswing28                0.05
nileshtrivedi              0.05
nicktidey                  0.05
nbrosnahan                 0.05
erikjohansson              0.05
tarasis                    0.05
uploading                  0.05
aleks                      0.05
brimbrom                   0.05
eross                      0.05
seanmurph                  0.05
ryanschneider              0.05
bjorn                      0.05
rdouble                    0.05
simontarr                  0.05
zholmquist                 0.05
eyliu                      0.05
bps                        0.05
mkmccarty                  0.05
samnardoni                 0.05
philipvas                  0.05
dlo                        0.05
mjwall                     0.05
vicne                      0.05
harokkar                   0.05
crw                        0.05
joshix                     0.05
chrishamant                0.05
zykloid                    0.05
ctshryock                  0.05
shedali                    0.05
luciddraco                 0.05
zuwiki                     0.05
lottadot                   0.05
hadrajsen                  0.05
iversond                   0.05
willie                     0.05
balancin                   0.05
anno                       0.05
beejaysea                  0.05
amrox                      0.05
rlf0003                    0.05
kvillines                  0.05
ukituki                    0.05
Soryu                      0.05
peterkrenn                 0.05
nuthatch                   0.05
davidpires                 0.05
stevef                     0.05
nevyn                      0.05
dreckigesmuh               0.05
jsjohnst                   0.05
kinch                      0.05
tjl                        0.05
terababy                   0.05
seventoes                  0.05
josephboyle                0.05
ozataman                   0.05
imarichardson              0.05
wiremine                   0.05
littlehj                   0.05
klacoste                   0.05
gwhilts                    0.05
zariok                     0.05
foosh                      0.05
blomma                     0.05
fcanas                     0.05
jugglebird                 0.05
devilaether                0.05
felipepina                 0.05
bnhymn                     0.05
kristenhazard              0.05
samgrover                  0.05
mpattee                    0.05
leonho                     0.05
simonrobins                0.05
yliu                       0.05
pvdb                       0.05
geekinthesticks            0.05
larstobi                   0.05
JoshRosen                  0.05
h3yl9r                     0.05
iljoo                      0.05
freshout-dev               0.05
ricardohead                0.05
pronix                     0.05
henon                      0.05
richardlawrence            0.05
CCHIT                      0.05
insignia                   0.05
topherfangio               0.05
janfrode                   0.05
gretch                     0.05
cshogue                    0.05
scottylabs                 0.05
cmarcelo                   0.05
albertongai                0.05
idearise                   0.05
kez                        0.05
cdollins                   0.05
slillibri                  0.05
gvangool                   0.05
jamescallmebrent           0.05
lfarcy                     0.05
rwatler                    0.05
buger                      0.05
Wijnand                    0.05
alexandrz                  0.05
wowo101                    0.05
lennox                     0.05
bigbadmachine              0.05
ptoinson                   0.05
niedhui                    0.05
quantipay                  0.05
philip                     0.05
marcus                     0.05
yinhm                      0.05
ekoneil                    0.05
seannui                    0.05
jvaleski                   0.05
nabeta                     0.05
simo2409                   0.05
sleeper                    0.05
rabschi                    0.05
eltonstewart               0.05
heedley                    0.05
erikperson                 0.05
loopion                    0.05
jaggeree                   0.05
ttim                       0.05
jewlofthelotus             0.05
adik                       0.05
ajn                        0.05
xeqi                       0.05
anr                        0.05
joshfraser                 0.05
elbabass                   0.05
boscomonkey                0.05
danfitch                   0.05
shotgun                    0.05
tawheed                    0.05
marcinmi                   0.05
cmaujean                   0.05
rtopitt                    0.05
sistrall                   0.05
jstetser                   0.05
knawrocke                  0.05
AlekSi                     0.05
dimitrisp                  0.05
rubanphukan                0.05
eclubb                     0.05
sethbc                     0.05
pjlegato                   0.05
ck0                        0.05
tibastral                  0.05
nsimon                     0.05
migbar                     0.05
dpie                       0.05
supersuf                   0.05
supagroova                 0.05
nilesh                     0.05
tangofoxtrot               0.05
imightbeinatree            0.05
blaisdellk                 0.05
bennettk                   0.05
smartacus                  0.05
neall                      0.05
infocalypses               0.05
hidden                     0.05
roller                     0.05
atlancer                   0.05
wideopenspaces             0.05
dan90266                   0.05
mteramoto                  0.05
kshino                     0.05
JuanC                      0.05
edallen                    0.05
poxd                       0.05
amallavarapu               0.05
pdzioba                    0.05
markauskas                 0.05
applestar                  0.05
ajmckee                    0.05
necrodome                  0.05
jjudge                     0.05
taazza                     0.05
tmancino                   0.05
cha2maru                   0.05
jhund                      0.05
haslup                     0.05
goryugo                    0.05
wadey                      0.05
nachokb                    0.05
adamfortuna                0.05
theiszm                    0.05
Jaryl                      0.05
ccarpenterg                0.05
mxz                        0.05
jeperkins4                 0.05
dfer                       0.05
PabloC                     0.05
jch                        0.05
crispycode                 0.05
powdahound                 0.05
jimiray                    0.05
wulffeld                   0.05
brownell                   0.05
pablolarah                 0.05
techwhizbang               0.05
theball                    0.05
sinamt                     0.05
ctagg                      0.05
nobuhito                   0.05
mattenat                   0.05
fblee                      0.05
Rapiere                    0.05
mrwade                     0.05
viatropos                  0.05
tadejm                     0.05
enquora                    0.05
maxigs                     0.05
enjalot                    0.05
pavanmishra                0.05
kevn                       0.05
consumersunion             0.05
ahabman                    0.05
ajackson                   0.05
sheatsb                    0.05
roncito                    0.05
solars                     0.05
banux                      0.05
tapn2it                    0.05
georgetsiolis              0.05
geoffevason                0.05
Thibaut                    0.05
mazuhl                     0.05
soawesomeman               0.05
kbuckler                   0.05
hamzakc                    0.05
FraDim                     0.05
pinguar                    0.05
r13                        0.05
lucianopanaro              0.05
cracell                    0.05
sjoonk                     0.05
ido                        0.05
simonwex                   0.05
ashawSkeey                 0.05
Somebody32                 0.05
ericreid                   0.05
henry74                    0.05
peralta                    0.05
binaryape                  0.05
voxpelli                   0.05
jiparker                   0.05
bpartridge                 0.05
dinsley                    0.05
planetmcd                  0.05
dfdeshom                   0.05
HappyRonin                 0.05
noelrocha                  0.05
synaptic                   0.05
ctrl-zed                   0.05
collecta                   0.05
zbage                      0.05
DNA                        0.05
slig                       0.05
indrayam                   0.05
kpachnis                   0.05
millisami                  0.05
crowdvine                  0.05
sxtxixtxcxh                0.05
roborails                  0.05
g4rg4ntu4                  0.05
jpzk                       0.05
schparque                  0.05
addame                     0.05
andrewgilmartin            0.05
troystribling              0.05
chris-at-thewebfellas      0.05
lordofcoffee               0.05
dholdren                   0.05
tm65                       0.05
nertzy                     0.05
ravage                     0.05
mgbaron                    0.05
taylorbarstow              0.05
malffred                   0.05
dbanes                     0.05
dsigurds                   0.05
n3bulous                   0.05
xTRiM                      0.05
fbjork                     0.05
jonDowdle                  0.05
laszpio                    0.05
mbuckbee                   0.05
marianoviola               0.05
zaa                        0.05
redlable1974               0.05
russellhaering             0.05
adambrault                 0.05
mh77                       0.05
bbeardsley                 0.05
brigleb                    0.05
youngor                    0.05
wallrat                    0.05
iseff                      0.05
zahnster                   0.05
dbgrandi                   0.05
alvarocamba                0.05
catalanska                 0.05
hedgehog                   0.05
tiag01                     0.05
alex-knaub                 0.05
nacht                      0.05
buffpojken                 0.05
erlend                     0.05
leeh                       0.05
loquito                    0.05
leralle                    0.05
namor                      0.05
paarth29                   0.05
arosien                    0.05
lfittl                     0.05
meeech                     0.05
frogstarr78                0.05
slashdotdash               0.05
markgx                     0.05
jonthewayne                0.05
tijs                       0.05
jessy                      0.05
jbbrown                    0.05
barinek                    0.05
sumikawa                   0.05
peteog                     0.05
camerontaylor              0.05
aratike                    0.05
mborho                     0.05
electronicbites            0.05
c3o                        0.05
KyleAMathews               0.05
hsetty                     0.05
carlosouro                 0.05
ptarjan                    0.05
v8                         0.05
Smerity                    0.05
kgraham                    0.05
MrN                        0.05
cmhdave                    0.05
anony88888                 0.05
bluebellzhy                0.05
harryrose                  0.05
mariuz                     0.05
gitmirror                  0.05
psychcf                    0.05
probonogeek                0.05
serega                     0.05
RobinWu                    0.05
alvin2ye                   0.05
mifan                      0.05
aux                        0.05
yandex-opensource          0.05
belo                       0.05
belo-                      0.05
ai                         0.05
DmitryKoterov              0.05
lookatme                   0.05
drakulavich                0.05
dmitry-ilyashevich         0.05
coffee                     0.05
yandex                     0.05
russian                    0.05
gzigzigzeo                 0.05
libc                       0.05
jhancock                   0.05
nageshs                    0.05
jpdann                     0.05
keithduncan                0.05
fernandoacorreia           0.05
hernan43                   0.04
emi                        0.04
cssProdigy                 0.04
sbl                        0.04
mitya                      0.04
eldoy                      0.04
albertca                   0.04
quanghd                    0.04
longld                     0.04
ntdt                       0.04
binaries                   0.04
TinNT                      0.04
hany                       0.04
mazdak                     0.04
Watts                      0.04
Lowgain                    0.04
cma                        0.04
dweis                      0.04
lenard                     0.04
ryanwanger                 0.04
globegit                   0.04
everlater                  0.04
wested                     0.04
nattyzola                  0.04
nateabbott                 0.04
neuros                     0.04
djberg96                   0.04
yogthos                    0.04
alexandrov                 0.04
varezhka                   0.04
romul                      0.04
zw0rk                      0.04
alno                       0.04
sharov                     0.04
noxyu3m                    0.04
shaliko                    0.04
dapi                       0.04
belozor                    0.04
sletix                     0.04
Paxa                       0.04
pospeev                    0.04
valodzka                   0.04
aognevsky                  0.04
hellra1ser                 0.04
arestov                    0.04
mironov                    0.04
startika                   0.04
toy                        0.04
alex3t                     0.04
fdietz                     0.04
chrisgemignani             0.04
larspind                   0.04
amro                       0.04
wwk                        0.04
aub                        0.04
vijedi                     0.04
hamedh                     0.04
otyr                       0.04
zhhz                       0.04
jpemberthy                 0.04
nrhammond                  0.04
rs                         0.04
jphpsf                     0.04
gabordemooij               0.04
barce                      0.04
blowery                    0.04
sensio                     0.04
walnotes                   0.04
maciej                     0.04
futuretap                  0.04
Arcance                    0.04
denoir                     0.04
rbugajewski                0.04
patshaughnessy             0.04
coupa                      0.04
macarthy                   0.04
jefflarkin                 0.04
gdeglin                    0.04
msummers                   0.04
jasonreposa                0.04
meuble                     0.04
thedarkone                 0.04
xllora                     0.04
woody2shoes                0.04
katacasts                  0.04
hopsoft                    0.04
davy                       0.04
daerson                    0.04
fitogordo                  0.04
rlgonzales                 0.04
lovitt                     0.04
presence                   0.04
ryansobol                  0.04
jschwindt                  0.04
codingdojolondon           0.04
squarefactor               0.04
Nitron                     0.04
davej                      0.04
mugwump                    0.04
danielrmz                  0.04
Kumini                     0.04
m4k00                      0.04
rahult                     0.04
etherk                     0.04
geoffcordner               0.04
Exvo                       0.04
lickasha                   0.04
abiczo                     0.04
sousk                      0.04
iapproach                  0.04
rinopo                     0.04
helpme                     0.04
jwilliams                  0.04
pacak                      0.04
alunyov                    0.04
quentonc                   0.04
korbinian                  0.04
brendonh                   0.04
aike                       0.04
cxx                        0.04
Takazudo                   0.04
kikijump                   0.04
taketori                   0.04
riywo                      0.04
jasonf                     0.04
davidkellis                0.04
whitethunder               0.04
pixelmatrix                0.04
surgeworks                 0.04
edge                       0.04
mauro                      0.04
101tec                     0.04
andrewmccall               0.04
jeanregisser               0.04
dogacan                    0.04
provideal                  0.04
seangeo                    0.04
extmvc                     0.04
drsharp                    0.04
FiXato                     0.04
l0ckergn0me                0.04
javierav                   0.04
baron                      0.04
badpopcorn                 0.04
motionbox                  0.04
hrusev                     0.04
rhaen                      0.03
viklund                    0.03
obvio171                   0.03
gnrfan                     0.03
serverhorror               0.03
peterbe                    0.03
philippWassibauer          0.03
tonytomov                  0.03
ketralnis                  0.03
sserrano                   0.03
afeinberg                  0.03
shrubberysoft              0.03
eviltrout                  0.03
fazibear                   0.03
lorenjohnson               0.03
thincloud                  0.03
mutalis                    0.03
kusakari                   0.03
dtamborelli                0.03
pixeltrix                  0.03
alquanto                   0.03
jgresula                   0.03
upei                       0.03
gregmoreno                 0.03
alexrabarts                0.03
sdague                     0.03
twenrich                   0.03
Erol                       0.03
gavinlaking                0.03
jeffp                      0.03
galetahub                  0.03
Adman65                    0.03
zena                       0.03
wtf                        0.03
freireag                   0.03
jasoncheow                 0.03
felipeelias                0.03
invalidusrname             0.03
cfeduke                    0.03
mcdavis                    0.03
qmx                        0.03
railsfreaks                0.03
ccthiel                    0.03
tbueno                     0.03
oliverbarnes               0.03
danyork                    0.03
egilchri                   0.03
nishimotz                  0.03
justquick                  0.03
gordycloke                 0.03
rtreffer                   0.03
mortenbagai                0.03
paterlinimatias            0.03
mattphp                    0.03
aaronlidman                0.03
dxy                        0.03
marks                      0.03
bbender                    0.03
jaquer                     0.03
tasmo                      0.03
sklover                    0.03
mrproxxxy                  0.03
bucabay                    0.03
codesplicer                0.03
schemeway                  0.03
Xichekolas                 0.03
orangeman                  0.03
aenygma                    0.03
zscgeek                    0.03
SaiZn                      0.03
TrevorFSmith               0.03
jalford                    0.03
philk                      0.03
adnanefedi                 0.03
mdh                        0.03
jasteele12                 0.03
sbazemore                  0.03
jaywilliams                0.03
sethlloyd                  0.03
switch                     0.03
solaiemes-chema            0.03
SEOVictory                 0.03
davies147                  0.03
oracleicom                 0.03
samlingsu                  0.03
derferman                  0.03
newburybutters             0.03
giterliu                   0.03
neotohin                   0.03
tednaleid                  0.03
x37v                       0.03
bobek                      0.03
